Q23485493,Q7187
Q23490901,Q8054
Q23229615,Q7187
Q20774786,Q7187
Q24627918,Q7187
Q24381803,Q7187
Q23145557,Q7187
Q23144356,Q8054
Q22302408,Q22251011
Q24722174,Q898273
Q27552289,Q8054
Q27749651,Q8054
Q23563003,Q7187
Q23098229,Q7187
Q23543292,Q7187
Q24774367,Q417841
Q23554732,Q8054
Q22296336,Q7187
Q22572614,Q7187
Q23392177,Q7187
Q24107389,Q8054
Q21599734,Q8054
Q18204375,Q4164871
Q18306890,Q7187
Q24788515,Q8054
Q22989803,Q8054
Q18318941,Q8054
Q23508441,Q8054
Q1434987,Q7187
Q23451298,Q7187
Q20969654,Q7187
Q23258524,Q7187
Q18261336,Q7187
Q24113773,Q8054
Q27739822,Q8054
Q23440792,Q7187
Q24113588,Q8054
Q23171866,Q7187
Q23604995,Q8054
Q18552393,Q739040
Q24137189,Q7187
Q19035085,Q7187
Q23419633,Q8054
Q23183173,Q7187
Q24117323,Q8054
Q23236567,Q7187
Q23428183,Q8054
Q18306272,Q7187
Q23492021,Q8054
Q20780591,Q7187
Q24587111,Q7187
Q23283377,Q8054
Q24604869,Q7187
Q24591194,Q7187
Q22334983,Q8054
Q20766787,Q7187
Q23153134,Q7187
Q21168237,Q8054
Q21111654,Q8054
Q27625764,Q13357858
Q24723224,Q417841
Q23237558,Q7187
Q22161834,Q8054
Q6889727,Q4990963
Q23468790,Q8054
Q24785199,Q417841
Q21599896,Q8054
Q23627178,Q8054
Q23406932,Q7187
Q23577930,Q8054
Q23170830,Q7187
Q24179341,Q7187
Q23226038,Q7187
Q21689329,Q7187
Q3705148,Q3777595
Q22921604,Q7187
Q24785458,Q7187
Q23554314,Q8054
Q20959162,Q7187
Q23413800,Q7187
Q23344434,Q7187
Q22050605,Q7187
Q23205069,Q7187
Q1462977,Q13357858
Q20956588,Q7187
Q23588120,Q8054
Q23613497,Q8054
Q7889285,Q121998
Q23106923,Q7187
Q166208,Q7187
Q24251731,Q8054
Q18256380,Q7187
Q23075766,Q7187
Q23054411,Q8054
Q23083629,Q7187
Q26700812,Q5663900
Q18257090,Q7187
Q23178469,Q7187
Q23598744,Q8054
Q23028820,Q7187
Q24112134,Q8054
Q18969362,Q7187
Q22053733,Q7187
Q24364488,Q7187
Q23530117,Q8054
Q24580002,Q7187
Q23100222,Q7187
Q20868663,Q7187
Q23616939,Q8054
Q23488902,Q8054
Q23270161,Q8054
Q18065233,Q7187
Q23180611,Q7187
Q21419801,Q8054
Q1965974,Q48270
Q23101445,Q7187
Q21990890,Q8054
Q17103978,Q1267393
Q23543891,Q8054
Q23502568,Q7187
Q22308504,Q7187
Q23224913,Q7187
Q18035186,Q20747295
Q20959317,Q7187
Q15041875,Q7187
Q21137222,Q8054
Q23132245,Q7187
Q23259216,Q7187
Q23410186,Q7187
Q18272359,Q7187
Q23029040,Q7187
Q23505124,Q8054
Q23450257,Q8054
Q21100487,Q8054
Q24296399,Q7187
Q23125923,Q7187
Q21494150,Q8054
Q23529445,Q8054
Q3308694,Q94
Q24116548,Q8054
Q23405213,Q7187
Q24094700,Q8054
Q23453939,Q8054
Q23585600,Q8054
Q23608602,Q7187
Q26697730,Q5663900
Q23508080,Q8054
Q18037115,Q20747295
Q23550120,Q8054
Q11636186,Q1420
Q23161969,Q7187
Q23335481,Q7187
Q23233523,Q7187
Q23266028,Q7187
Q18054063,Q7187
Q21166985,Q8054
Q17311894,Q7075
Q23231865,Q7187
Q23518476,Q8054
Q24786632,Q8054
Q23273666,Q7187
Q2145857,Q677428
Q24218917,Q7187
Q32979,Q2257525
Q24136432,Q8054
Q23420566,Q8054
Q24399758,Q20747295
Q23176400,Q7187
Q23124826,Q7187
Q2384112,Q7187
Q24150396,Q8054
Q18269577,Q7187
Q4009391,Q1125341
Q23382097,Q7187
Q24103617,Q8054
Q176382,Q7187
Q23189131,Q8054
Q27548149,Q8054
Q18046107,Q20747295
Q23228560,Q8054
Q23188074,Q7187
Q22281712,Q14874552
Q23170127,Q7187
Q23285572,Q7187
Q23566240,Q8054
Q5204485,Q8054
Q24591782,Q7187
Q23027832,Q7187
Q23483721,Q8054
Q23372726,Q8054
Q23236773,Q7187
Q9396355,Q15220429
Q23368830,Q7187
Q23443090,Q8054
Q23625027,Q8054
Q23529423,Q8054
Q21984731,Q8054
Q23136149,Q7187
Q23436812,Q8054
Q23155399,Q7187
Q18258090,Q20747295
Q24135970,Q8054
Q24625730,Q7187
Q23078948,Q7187
Q23149983,Q7187
Q27745130,Q8054
Q22673137,Q7187
Q23444177,Q8054
Q20761283,Q7187
Q23248564,Q7187
Q3438122,Q24751604
Q20767528,Q7187
Q22274645,Q14883353
Q27826060,Q898273
Q24628492,Q7187
Q23122293,Q7187
Q24586775,Q7187
Q23112624,Q7187
Q24388654,Q7187
Q27542305,Q7187
Q21602254,Q7187
Q22238574,Q7187
Q24380805,Q7187
Q830863,Q1051772
Q24122816,Q8054
Q23554682,Q8054
Q23603921,Q8054
Q24117360,Q8054
Q24136465,Q8054
Q24097464,Q8054
Q7204944,Q165328
Q23536362,Q8054
Q23226921,Q7187
Q21691037,Q7187
Q23591135,Q8054
Q24392391,Q7187
Q23149110,Q7187
Q21124693,Q14758909
Q18059484,Q7187
Q24179967,Q7187
Q20951074,Q7187
Q21123457,Q8054
Q23424431,Q8054
Q23359549,Q7187
Q26902770,Q186081
Q18305080,Q7187
Q23343773,Q7187
Q23415794,Q7187
Q24182115,Q7187
Q23590011,Q8054
Q23245439,Q7187
Q24378135,Q7187
Q23232630,Q7187
Q21171963,Q7187
Q23396934,Q7187
Q18072010,Q7187
Q20770547,Q7187
Q23189178,Q7187
Q18261909,Q20747295
Q18311261,Q7187
Q18255689,Q7187
Q23438913,Q8054
Q24726208,Q8054
Q23583506,Q8054
Q19043496,Q7187
Q23487707,Q8054
Q22239649,Q7187
Q24388331,Q7187
Q23400011,Q7187
Q23432285,Q8054
Q24172262,Q7187
Q27109659,Q7187
Q23578124,Q8054
Q23477732,Q8054
Q18553717,Q1511436
Q27742249,Q8054
Q23168412,Q7187
Q24086261,Q7187
Q23504516,Q8054
Q21499271,Q8054
Q23126769,Q7187
Q22288792,Q7187
Q20950908,Q7187
Q18052576,Q20747295
Q23441042,Q8054
Q24297752,Q7187
Q21761504,Q7187
Q15412692,Q16546706
Q23547792,Q8054
Q38936,Q10943
Q27607623,Q13357858
Q23371253,Q8054
Q20768784,Q7187
Q22568907,Q7187
Q23013250,Q11053
Q23276544,Q7187
Q23436491,Q8054
Q23282022,Q7187
Q23475709,Q8054
Q23283382,Q7187
Q23327174,Q7187
Q23325158,Q7187
Q21097410,Q8054
Q6455464,Q20650761
Q22239624,Q7187
Q24093055,Q8054
Q23163066,Q7187
Q18264517,Q20747295
Q18270936,Q7187
Q23366781,Q7187
Q23512618,Q8054
Q18039125,Q7187
Q24785068,Q7187
Q23427897,Q8054
Q24769009,Q417841
Q24624574,Q7187
Q27607211,Q13357858
Q24221790,Q8054
Q23126098,Q7187
Q18251746,Q7187
Q18040574,Q20747295
Q27550786,Q8054
Q23342522,Q7187
Q24778013,Q8054
Q27550171,Q8054
Q1202430,Q7187
Q24151432,Q8054
Q24624518,Q7187
Q21079854,Q417841
Q18064402,Q7187
Q23358547,Q7187
Q24584648,Q7187
Q18036409,Q7187
Q23128182,Q7187
Q21497551,Q8054
Q24741790,Q898273
Q22273540,Q14872811
Q3723635,Q1125341
Q23120870,Q7187
Q16325345,Q13357858
Q21499478,Q8054
Q21599749,Q8054
Q19413872,Q7187
Q26699214,Q5663900
Q23408395,Q7187
Q24148801,Q7187
Q23465951,Q8054
Q13638740,Q549792
Q18557651,Q18556834
Q21134288,Q8054
Q24618304,Q7187
Q24617492,Q7187
Q23409847,Q7187
Q24133438,Q7187
Q24109963,Q7187
Q24619920,Q7187
Q18253208,Q7187
Q16825545,Q7187
Q23031648,Q7187
Q24418517,Q7187
Q7940968,Q21102534
Q23147359,Q7187
Q20974827,Q7187
Q24131667,Q8054
Q22268314,Q7187
Q2829146,Q3217476
Q23606953,Q8054
Q23363265,Q7187
Q23531099,Q8054
Q23520877,Q8054
Q24723825,Q417841
Q420769,Q2796
Q23226135,Q7187
Q20135338,Q7187
Q23606984,Q8054
Q23598109,Q8054
Q23206522,Q7187
Q24377323,Q7187
Q23530586,Q8054
Q23596534,Q8054
Q23065731,Q8054
Q18033192,Q7187
Q22332279,Q7187
Q20761771,Q7187
Q18064821,Q7187
Q23114253,Q7187
Q241906,Q214070
Q18048624,Q7187
Q23031244,Q7187
Q24786324,Q417841
Q23437497,Q8054
Q1538350,Q11053
Q24172981,Q7187
Q24701163,Q5663900
Q23274532,Q7187
Q14866202,Q420927
Q27738074,Q8054
Q23629558,Q7187
Q23225365,Q7187
Q22233319,Q8054
Q24625314,Q7187
Q21105326,Q8054
Q6958665,Q417841
Q23509617,Q8054
Q23601423,Q8054
Q24136427,Q7187
Q22275599,Q7187
Q27669457,Q13357858
Q24281693,Q8054
Q24382626,Q7187
Q26241883,Q7187
Q24136143,Q8054
Q217035,Q8054
Q23453620,Q8054
Q27109477,Q7187
Q3667214,Q7187
Q27737405,Q7187
Q23031057,Q8054
Q23442869,Q8054
Q22245035,Q14905284
Q23295757,Q7187
Q23600975,Q8054
Q24623443,Q7187
Q23111729,Q7187
Q7408413,Q4936952
Q23389392,Q7187
Q21153958,Q8054
Q23511982,Q8054
Q24117346,Q8054
Q21132118,Q8054
Q21687166,Q7187
Q20868360,Q7187
Q1523035,Q7187
Q19861053,Q927407
Q23116852,Q7187
Q24170887,Q7187
Q24599002,Q7187
Q23561284,Q8054
Q422637,Q2535979
Q20762871,Q7187
Q24122167,Q8054
Q18037581,Q7187
Q23133687,Q7187
Q24150121,Q8054
Q23161660,Q8054
Q27542308,Q7187
Q23568309,Q8054
Q23421723,Q8054
Q18293949,Q7187
Q3773138,Q1125341
Q23330697,Q7187
Q23093026,Q7187
Q22312574,Q8054
Q23120240,Q7187
Q24272987,Q8054
Q18035625,Q7187
Q21692521,Q7187
Q23158306,Q7187
Q20764581,Q7187
Q22265449,Q8054
Q23117911,Q7187
Q23588236,Q7187
Q24613896,Q7187
Q21119323,Q8054
Q23281220,Q7187
Q27473770,Q8054
Q23095830,Q7187
Q23631362,Q7187
Q22334437,Q8054
Q18299457,Q7187
Q21135908,Q8054
Q18882499,Q938
Q1558876,Q7187
Q18263136,Q20747295
Q22265548,Q8054
Q22229669,Q7187
Q22287286,Q7187
Q23447249,Q8054
Q18295458,Q8054
Q21104647,Q14860922
Q21151395,Q8054
Q24272654,Q8054
Q23362224,Q7187
Q23517201,Q8054
Q22336241,Q8054
Q23229799,Q7187
Q23609457,Q7187
Q24368351,Q7187
Q23361011,Q7187
Q23259797,Q7187
